sku,zone_id,volume_m3,priority,near_loading_dock,distance,scenario
ITM0296,ZONE-A,0.1131792,0.0,False,10,C90_D80
ITM0297,ZONE-B,0.028424,0.0,True,1,C90_D80
ITM0298,ZONE-H,0.15724320000000003,74.0,True,1,C90_D80
ITM0299,ZONE-H,0.111456,0.0,True,1,C90_D80
ITM0300,ZONE-H,0.047872,80.0,True,1,C90_D80
ITM0301,ZONE-G,0.11195520000000002,0.0,False,10,C90_D80
ITM0302,ZONE-J,0.17174080000000003,25.0,True,1,C90_D80
ITM0303,ZONE-J,0.010920000000000001,0.0,True,1,C90_D80
ITM0304,ZONE-D,0.039424,0.0,True,1,C90_D80
ITM0305,ZONE-J,0.2535584,0.0,True,1,C90_D80
ITM0306,ZONE-H,0.5366816,0.0,True,1,C90_D80
ITM0307,ZONE-H,0.0898304,0.0,True,1,C90_D80
ITM0308,ZONE-C,0.054144000000000005,58.0,True,1,C90_D80
ITM0309,ZONE-C,0.4590432,226.0,True,1,C90_D80
ITM0310,ZONE-J,0.08184960000000001,79.0,True,1,C90_D80
ITM0311,ZONE-H,0.0228,13.0,True,1,C90_D80
ITM0312,ZONE-J,0.7528752000000001,35.0,True,1,C90_D80
ITM0313,ZONE-C,0.0966168,53.0,True,1,C90_D80
ITM0314,ZONE-A,0.09606400000000001,0.0,False,10,C90_D80
ITM0315,ZONE-D,0.10819200000000001,0.0,True,1,C90_D80
ITM0316,ZONE-B,0.23349600000000004,0.0,True,1,C90_D80
ITM0317,ZONE-J,0.0229824,68.0,True,1,C90_D80
ITM0318,ZONE-H,0.0560032,65.0,True,1,C90_D80
ITM0319,ZONE-D,0.055352000000000005,1.0,True,1,C90_D80
ITM0320,ZONE-H,0.309504,28.0,True,1,C90_D80
ITM0321,ZONE-H,0.0676992,0.0,True,1,C90_D80
ITM0322,ZONE-E,0.054000000000000006,0.0,False,10,C90_D80
ITM0323,ZONE-C,0.0450016,224.0,True,1,C90_D80
ITM0324,ZONE-C,0.12221280000000001,54.0,True,1,C90_D80
ITM0325,ZONE-I,0.11132800000000001,0.0,False,10,C90_D80
ITM0326,ZONE-D,0.0427728,0.0,True,1,C90_D80
ITM0327,ZONE-B,0.0846336,43.0,True,1,C90_D80
ITM0328,ZONE-J,0.059488,77.0,True,1,C90_D80
ITM0329,ZONE-A,0.10180240000000002,0.0,False,10,C90_D80
ITM0330,ZONE-D,0.10478160000000002,14.0,True,1,C90_D80
ITM0331,ZONE-H,0.088064,0.0,True,1,C90_D80
ITM0332,ZONE-H,0.22317120000000001,28.0,True,1,C90_D80
ITM0333,ZONE-A,0.035496,0.0,False,10,C90_D80
ITM0334,ZONE-D,0.4379744,9.0,True,1,C90_D80
ITM0335,ZONE-J,0.14616,0.0,True,1,C90_D80
ITM0336,ZONE-H,0.38376800000000005,0.0,True,1,C90_D80
ITM0337,ZONE-H,0.021873600000000003,25.0,True,1,C90_D80
ITM0338,ZONE-A,0.0254592,0.0,False,10,C90_D80
ITM0339,ZONE-H,0.4755648,0.0,True,1,C90_D80
ITM0340,ZONE-A,0.15002400000000002,0.0,False,10,C90_D80
ITM0341,ZONE-H,0.17172,0.0,True,1,C90_D80
ITM0342,ZONE-H,0.04113120000000001,6.0,True,1,C90_D80
ITM0343,ZONE-D,0.19440000000000002,91.0,True,1,C90_D80
ITM0344,ZONE-H,0.34064800000000006,60.0,True,1,C90_D80
ITM0345,ZONE-H,0.05505600000000001,40.0,True,1,C90_D80
ITM0346,ZONE-A,0.058548,0.0,False,10,C90_D80
ITM0347,ZONE-H,0.09400320000000001,18.0,True,1,C90_D80
ITM0348,ZONE-C,0.012700800000000002,0.0,True,1,C90_D80
ITM0349,ZONE-H,0.029478400000000002,83.0,True,1,C90_D80
ITM0350,ZONE-H,0.0849528,14.0,True,1,C90_D80
ITM0351,ZONE-G,0.017664,0.0,False,10,C90_D80
ITM0352,ZONE-D,0.0216832,84.0,True,1,C90_D80
ITM0353,ZONE-C,0.06868800000000001,26.0,True,1,C90_D80
ITM0354,ZONE-B,0.0218688,69.0,True,1,C90_D80
ITM0355,ZONE-A,0.09152,0.0,False,10,C90_D80
ITM0356,ZONE-I,0.023347200000000002,0.0,False,10,C90_D80
ITM0357,ZONE-H,0.12533760000000002,0.0,True,1,C90_D80
ITM0358,ZONE-C,0.1008672,50.0,True,1,C90_D80
ITM0359,ZONE-B,0.17138,3.0,True,1,C90_D80
ITM0360,ZONE-D,0.0799552,0.0,True,1,C90_D80
ITM0361,ZONE-G,0.091728,0.0,False,10,C90_D80
ITM0362,ZONE-H,0.0380928,60.0,True,1,C90_D80
ITM0363,ZONE-I,0.10822400000000001,0.0,False,10,C90_D80
ITM0364,ZONE-H,0.08968960000000001,89.0,True,1,C90_D80
ITM0365,ZONE-H,0.019219200000000002,0.0,True,1,C90_D80
ITM0366,ZONE-D,0.0260304,55.0,True,1,C90_D80
ITM0367,ZONE-B,0.117648,77.0,True,1,C90_D80
ITM0368,ZONE-H,0.1326528,69.0,True,1,C90_D80
ITM0369,ZONE-H,0.20275200000000002,12.0,True,1,C90_D80
ITM0370,ZONE-H,0.08784,43.0,True,1,C90_D80
ITM0371,ZONE-H,0.0487872,69.0,True,1,C90_D80
ITM0372,ZONE-D,0.07788,0.0,True,1,C90_D80
ITM0373,ZONE-J,0.055756799999999995,0.0,True,1,C90_D80
ITM0374,ZONE-H,0.063232,71.0,True,1,C90_D80
ITM0375,ZONE-G,0.1499232,0.0,False,10,C90_D80
ITM0376,ZONE-H,0.1330936,75.0,True,1,C90_D80
ITM0377,ZONE-C,0.5806032,31.0,True,1,C90_D80
ITM0378,ZONE-H,0.0840224,0.0,True,1,C90_D80
ITM0379,ZONE-A,0.2004704,0.0,False,10,C90_D80
ITM0380,ZONE-H,0.12188159999999999,0.0,True,1,C90_D80
ITM0381,ZONE-G,0.08299200000000001,0.0,False,10,C90_D80
ITM0382,ZONE-H,0.15392,0.0,True,1,C90_D80
ITM0383,ZONE-H,0.035059200000000006,36.0,True,1,C90_D80
ITM0384,ZONE-G,0.0705024,0.0,False,10,C90_D80
ITM0385,ZONE-J,0.020720000000000002,0.0,True,1,C90_D80
ITM0386,ZONE-B,0.079488,210.0,True,1,C90_D80
ITM0387,ZONE-J,0.1043328,21.0,True,1,C90_D80
ITM0388,ZONE-H,0.038750400000000004,26.0,True,1,C90_D80
ITM0389,ZONE-A,0.0130944,0.0,False,10,C90_D80
ITM0390,ZONE-B,0.1214752,96.0,True,1,C90_D80
ITM0391,ZONE-B,0.0339184,7.0,True,1,C90_D80
ITM0392,ZONE-D,0.0536536,0.0,True,1,C90_D80
ITM0393,ZONE-I,0.14454,0.0,False,10,C90_D80
ITM0394,ZONE-H,0.1651104,42.0,True,1,C90_D80
ITM0395,ZONE-D,0.014112,0.0,True,1,C90_D80
ITM0396,ZONE-D,0.0055552,0.0,True,1,C90_D80
ITM0397,ZONE-H,0.0207168,93.0,True,1,C90_D80
ITM0398,ZONE-C,0.05399040000000001,30.0,True,1,C90_D80
ITM0399,ZONE-G,0.0169312,0.0,False,10,C90_D80
ITM0400,ZONE-H,0.07241600000000001,0.0,True,1,C90_D80
ITM0401,ZONE-G,0.620928,0.0,False,10,C90_D80
ITM0402,ZONE-D,0.09959040000000001,0.0,True,1,C90_D80
ITM0403,ZONE-H,0.09204000000000001,33.0,True,1,C90_D80
ITM0404,ZONE-H,0.051612000000000005,88.0,True,1,C90_D80
ITM0405,ZONE-H,0.14716800000000002,54.0,True,1,C90_D80
ITM0406,ZONE-G,0.17136,0.0,False,10,C90_D80
ITM0407,ZONE-H,0.0988,48.0,True,1,C90_D80
ITM0408,ZONE-H,0.06732,59.0,True,1,C90_D80
ITM0409,ZONE-H,0.060264,98.0,True,1,C90_D80
ITM0410,ZONE-C,0.16909200000000002,88.0,True,1,C90_D80
ITM0411,ZONE-J,0.10336000000000001,0.0,True,1,C90_D80
ITM0412,ZONE-H,0.0798336,57.0,True,1,C90_D80
ITM0413,ZONE-D,0.020368,230.0,True,1,C90_D80
ITM0414,ZONE-B,0.053424000000000006,6.0,True,1,C90_D80
ITM0415,ZONE-C,0.0381024,6.0,True,1,C90_D80
ITM0416,ZONE-E,0.060480000000000006,0.0,False,10,C90_D80
ITM0417,ZONE-B,0.1347456,30.0,True,1,C90_D80
ITM0418,ZONE-I,0.0233864,0.0,False,10,C90_D80
ITM0419,ZONE-H,0.06192,41.0,True,1,C90_D80
ITM0420,ZONE-C,0.395808,0.0,True,1,C90_D80
ITM0421,ZONE-C,0.0279792,14.0,True,1,C90_D80
ITM0422,ZONE-D,0.225792,8.0,True,1,C90_D80
ITM0423,ZONE-J,0.0126,0.0,True,1,C90_D80
ITM0424,ZONE-C,0.083424,65.0,True,1,C90_D80
ITM0425,ZONE-H,0.037544,64.0,True,1,C90_D80
ITM0426,ZONE-H,0.0928096,0.0,True,1,C90_D80
ITM0427,ZONE-A,0.24602400000000002,0.0,False,10,C90_D80
ITM0428,ZONE-J,0.0185328,6.0,True,1,C90_D80
ITM0429,ZONE-B,0.0164736,3.0,True,1,C90_D80
ITM0430,ZONE-C,0.0495552,0.0,True,1,C90_D80
ITM0431,ZONE-J,0.0335008,184.0,True,1,C90_D80
ITM0432,ZONE-B,0.035112,41.0,True,1,C90_D80
ITM0433,ZONE-B,0.10819200000000001,99.0,True,1,C90_D80
ITM0434,ZONE-B,0.11617759999999999,78.0,True,1,C90_D80
ITM0435,ZONE-D,0.0488048,68.0,True,1,C90_D80
ITM0436,ZONE-H,0.0931392,0.0,True,1,C90_D80
ITM0437,ZONE-H,0.05846400000000001,0.0,True,1,C90_D80
ITM0438,ZONE-J,0.4260888,123.0,True,1,C90_D80
ITM0439,ZONE-H,0.0559488,56.0,True,1,C90_D80
ITM0440,ZONE-C,0.30676800000000004,0.0,True,1,C90_D80
ITM0441,ZONE-H,0.0366912,0.0,True,1,C90_D80
ITM0442,ZONE-B,0.1132704,21.0,True,1,C90_D80
ITM0443,ZONE-H,0.133056,0.0,True,1,C90_D80
ITM0444,ZONE-D,0.12636,0.0,True,1,C90_D80
ITM0445,ZONE-H,0.057768,43.0,True,1,C90_D80
ITM0446,ZONE-H,0.07454720000000001,0.0,True,1,C90_D80
ITM0447,ZONE-H,0.444288,78.0,True,1,C90_D80
ITM0448,ZONE-I,0.039603200000000005,0.0,False,10,C90_D80
ITM0449,ZONE-H,0.09924960000000001,0.0,True,1,C90_D80
ITM0450,ZONE-J,0.006048,0.0,True,1,C90_D80
ITM0451,ZONE-A,0.065184,0.0,False,10,C90_D80
ITM0452,ZONE-H,0.422928,35.0,True,1,C90_D80
ITM0453,ZONE-D,0.12960480000000002,0.0,True,1,C90_D80
ITM0454,ZONE-D,0.035020800000000005,0.0,True,1,C90_D80
ITM0455,ZONE-H,0.004784,6.0,True,1,C90_D80
ITM0456,ZONE-A,0.0424512,0.0,False,10,C90_D80
ITM0457,ZONE-D,0.0711392,0.0,True,1,C90_D80
ITM0458,ZONE-H,0.059904000000000006,0.0,True,1,C90_D80
ITM0459,ZONE-B,0.1283464,42.0,True,1,C90_D80
ITM0460,ZONE-D,0.03136,44.0,True,1,C90_D80
ITM0461,ZONE-D,0.026751999999999998,74.0,True,1,C90_D80
ITM0462,ZONE-A,0.33042720000000003,0.0,False,10,C90_D80
ITM0463,ZONE-C,0.16328160000000003,33.0,True,1,C90_D80
ITM0464,ZONE-H,0.06357120000000001,0.0,True,1,C90_D80
ITM0465,ZONE-H,0.0643104,0.0,True,1,C90_D80
ITM0466,ZONE-I,0.0528768,0.0,False,10,C90_D80
ITM0467,ZONE-B,0.0194304,0.0,True,1,C90_D80
ITM0468,ZONE-C,0.1611256,31.0,True,1,C90_D80
ITM0469,ZONE-A,0.0418176,0.0,False,10,C90_D80
ITM0470,ZONE-I,0.088128,0.0,False,10,C90_D80
ITM0471,ZONE-B,0.20236320000000002,44.0,True,1,C90_D80
ITM0472,ZONE-A,0.079596,0.0,False,10,C90_D80
ITM0473,ZONE-J,0.23833600000000002,0.0,True,1,C90_D80
ITM0474,ZONE-H,0.0774384,0.0,True,1,C90_D80
ITM0475,ZONE-H,0.0666624,11.0,True,1,C90_D80
ITM0476,ZONE-I,0.03876,0.0,False,10,C90_D80
ITM0477,ZONE-B,0.3193344,0.0,True,1,C90_D80
ITM0478,ZONE-D,0.06082560000000001,0.0,True,1,C90_D80
ITM0479,ZONE-H,0.19430400000000003,0.0,True,1,C90_D80
ITM0480,ZONE-H,0.070092,0.0,True,1,C90_D80
ITM0481,ZONE-I,0.129024,0.0,False,10,C90_D80
ITM0482,ZONE-I,0.0413952,0.0,False,10,C90_D80
ITM0483,ZONE-H,0.48565440000000004,0.0,True,1,C90_D80
ITM0484,ZONE-J,0.1427184,173.0,True,1,C90_D80
ITM0485,ZONE-H,0.1098144,50.0,True,1,C90_D80
ITM0486,ZONE-D,0.0532224,18.0,True,1,C90_D80
ITM0487,ZONE-J,0.064584,22.0,True,1,C90_D80
ITM0488,ZONE-D,0.034128,0.0,True,1,C90_D80
ITM0489,ZONE-H,0.0036192000000000004,0.0,True,1,C90_D80
ITM0490,ZONE-J,0.104632,0.0,True,1,C90_D80
ITM0491,ZONE-H,0.0182784,0.0,True,1,C90_D80
ITM0492,ZONE-H,0.0515712,0.0,True,1,C90_D80
ITM0493,ZONE-D,0.27492,0.0,True,1,C90_D80
ITM0494,ZONE-J,0.275968,22.0,True,1,C90_D80
ITM0495,ZONE-H,0.039811200000000005,0.0,True,1,C90_D80
ITM0496,ZONE-H,0.36247680000000004,0.0,True,1,C90_D80
ITM0497,ZONE-E,0.017884800000000003,0.0,False,10,C90_D80
ITM0498,ZONE-H,0.0409464,73.0,True,1,C90_D80
ITM0499,ZONE-B,0.07866000000000001,23.0,True,1,C90_D80
ITM0000,ZONE-H,0.024343200000000002,0.0,True,1,C90_D100
ITM0001,ZONE-H,0.15454800000000002,0.0,True,1,C90_D100
ITM0002,ZONE-A,0.116964,0.0,False,10,C90_D100
ITM0003,ZONE-G,0.0280071,0.0,False,10,C90_D100
ITM0004,ZONE-B,0.23832899999999999,20.0,True,1,C90_D100
ITM0005,ZONE-H,0.013632300000000002,0.0,True,1,C90_D100
ITM0006,ZONE-G,0.01458,0.0,False,10,C90_D100
ITM0007,ZONE-H,0.21707280000000004,98.0,True,1,C90_D100
ITM0008,ZONE-C,0.4588272000000001,0.0,True,1,C90_D100
ITM0009,ZONE-H,0.12449700000000001,0.0,True,1,C90_D100
ITM0010,ZONE-H,0.09768600000000001,0.0,True,1,C90_D100
ITM0011,ZONE-J,0.003564,0.0,True,1,C90_D100
ITM0012,ZONE-C,0.17544600000000002,44.0,True,1,C90_D100
ITM0013,ZONE-A,0.4982688,0.0,False,10,C90_D100
ITM0014,ZONE-H,0.018918900000000002,0.0,True,1,C90_D100
ITM0015,ZONE-H,0.1177632,0.0,True,1,C90_D100
ITM0016,ZONE-H,0.027379800000000003,0.0,True,1,C90_D100
ITM0017,ZONE-D,0.009108000000000002,86.0,True,1,C90_D100
ITM0018,ZONE-J,0.205578,42.0,True,1,C90_D100
ITM0019,ZONE-H,0.06985440000000001,87.0,True,1,C90_D100
ITM0020,ZONE-B,0.22498560000000004,0.0,True,1,C90_D100
ITM0021,ZONE-C,0.093015,91.0,True,1,C90_D100
ITM0022,ZONE-J,0.0247095,0.0,True,1,C90_D100
ITM0023,ZONE-J,0.018414,0.0,True,1,C90_D100
ITM0024,ZONE-H,0.407835,136.0,True,1,C90_D100
ITM0025,ZONE-G,0.300294,0.0,False,10,C90_D100
ITM0026,ZONE-H,0.1532115,0.0,True,1,C90_D100
ITM0027,ZONE-J,0.23867999999999998,64.0,True,1,C90_D100
ITM0028,ZONE-B,0.1931904,15.0,True,1,C90_D100
ITM0029,ZONE-B,0.2754,179.0,True,1,C90_D100
ITM0030,ZONE-J,0.24948,0.0,True,1,C90_D100
ITM0031,ZONE-H,0.054316800000000005,0.0,True,1,C90_D100
ITM0032,ZONE-H,0.1268784,0.0,True,1,C90_D100
ITM0033,ZONE-C,0.2786679,44.0,True,1,C90_D100
ITM0034,ZONE-D,0.1658475,0.0,True,1,C90_D100
ITM0035,ZONE-C,0.18604800000000002,0.0,True,1,C90_D100
ITM0036,ZONE-J,0.053505000000000004,0.0,True,1,C90_D100
ITM0037,ZONE-H,0.024607800000000003,109.0,True,1,C90_D100
ITM0038,ZONE-J,0.0252486,0.0,True,1,C90_D100
ITM0039,ZONE-H,0.03858750000000001,10.0,True,1,C90_D100
ITM0040,ZONE-D,0.05191830000000001,0.0,True,1,C90_D100
ITM0041,ZONE-G,0.0063954,0.0,False,10,C90_D100
ITM0042,ZONE-H,0.3374784,0.0,True,1,C90_D100
ITM0043,ZONE-G,0.0427248,0.0,False,10,C90_D100
ITM0044,ZONE-C,0.07371000000000001,17.0,True,1,C90_D100
ITM0045,ZONE-H,0.1164618,0.0,True,1,C90_D100
ITM0046,ZONE-H,0.06687359999999999,0.0,True,1,C90_D100
ITM0047,ZONE-C,0.041454,94.0,True,1,C90_D100
ITM0048,ZONE-B,0.1323297,45.0,True,1,C90_D100
ITM0049,ZONE-B,0.24975000000000006,32.0,True,1,C90_D100
ITM0050,ZONE-C,0.0775359,0.0,True,1,C90_D100
ITM0051,ZONE-H,0.114939,0.0,True,1,C90_D100
ITM0052,ZONE-H,0.11969100000000002,0.0,True,1,C90_D100
ITM0053,ZONE-C,0.0784944,12.0,True,1,C90_D100
ITM0054,ZONE-D,0.05027580000000001,45.0,True,1,C90_D100
ITM0055,ZONE-J,0.403767,61.0,True,1,C90_D100
ITM0056,ZONE-H,0.5878656,0.0,True,1,C90_D100
ITM0057,ZONE-B,0.245385,110.0,True,1,C90_D100
ITM0058,ZONE-A,0.2700432,0.0,False,10,C90_D100
ITM0059,ZONE-H,0.012150000000000001,118.0,True,1,C90_D100
ITM0060,ZONE-I,0.09088199999999999,0.0,False,10,C90_D100
ITM0061,ZONE-J,0.02538,95.0,True,1,C90_D100
ITM0062,ZONE-D,0.025461,0.0,True,1,C90_D100
ITM0063,ZONE-H,0.0813645,151.0,True,1,C90_D100
ITM0064,ZONE-D,0.03024,0.0,True,1,C90_D100
ITM0065,ZONE-H,0.355725,16.0,True,1,C90_D100
ITM0066,ZONE-H,0.115056,0.0,True,1,C90_D100
ITM0067,ZONE-C,0.0152361,43.0,True,1,C90_D100
ITM0068,ZONE-D,0.2351268,70.0,True,1,C90_D100
ITM0069,ZONE-H,0.1229436,90.0,True,1,C90_D100
ITM0070,ZONE-I,0.246078,0.0,False,10,C90_D100
ITM0071,ZONE-D,0.4565016,138.0,True,1,C90_D100
ITM0072,ZONE-A,0.0623664,0.0,False,10,C90_D100
ITM0073,ZONE-D,0.29521800000000004,0.0,True,1,C90_D100
ITM0074,ZONE-B,0.19552319999999998,57.0,True,1,C90_D100
ITM0075,ZONE-H,0.0308385,167.0,True,1,C90_D100
ITM0076,ZONE-J,0.05675669999999999,75.0,True,1,C90_D100
ITM0077,ZONE-H,0.09090900000000002,0.0,True,1,C90_D100
ITM0078,ZONE-J,0.231552,45.0,True,1,C90_D100
ITM0079,ZONE-H,0.025947,0.0,True,1,C90_D100
ITM0080,ZONE-J,0.06237,0.0,True,1,C90_D100
ITM0081,ZONE-J,0.011718000000000001,0.0,True,1,C90_D100
ITM0082,ZONE-J,0.08892,119.0,True,1,C90_D100
ITM0083,ZONE-J,0.044712,78.0,True,1,C90_D100
ITM0084,ZONE-I,0.03933,0.0,False,10,C90_D100
ITM0085,ZONE-D,0.2556036,92.0,True,1,C90_D100
ITM0086,ZONE-D,0.034398,16.0,True,1,C90_D100
ITM0087,ZONE-I,0.049329,0.0,False,10,C90_D100
ITM0088,ZONE-D,0.29963520000000005,86.0,True,1,C90_D100
ITM0089,ZONE-H,0.04263840000000001,0.0,True,1,C90_D100
ITM0090,ZONE-B,0.11351339999999999,88.0,True,1,C90_D100
ITM0091,ZONE-D,0.1057536,0.0,True,1,C90_D100
ITM0092,ZONE-C,0.07056720000000001,88.0,True,1,C90_D100
ITM0093,ZONE-D,0.030466800000000002,83.0,True,1,C90_D100
ITM0094,ZONE-J,0.4358016,13.0,True,1,C90_D100
ITM0095,ZONE-H,0.12320100000000002,36.0,True,1,C90_D100
ITM0096,ZONE-H,0.0559062,0.0,True,1,C90_D100
ITM0097,ZONE-A,0.037665,0.0,False,10,C90_D100
ITM0098,ZONE-H,0.1269504,0.0,True,1,C90_D100
ITM0099,ZONE-H,0.30213720000000005,0.0,True,1,C90_D100
ITM0100,ZONE-G,0.07776000000000001,0.0,False,10,C90_D100
ITM0101,ZONE-H,0.20658870000000001,0.0,True,1,C90_D100
ITM0102,ZONE-D,0.1544634,0.0,True,1,C90_D100
ITM0103,ZONE-B,0.204057,92.0,True,1,C90_D100
ITM0104,ZONE-B,0.043739999999999994,0.0,True,1,C90_D100
ITM0105,ZONE-D,0.203688,86.0,True,1,C90_D100
ITM0106,ZONE-H,0.10066320000000001,83.0,True,1,C90_D100
ITM0107,ZONE-C,0.152145,82.0,True,1,C90_D100
ITM0108,ZONE-A,0.016731,0.0,False,10,C90_D100
ITM0109,ZONE-J,0.026927999999999997,0.0,True,1,C90_D100
ITM0110,ZONE-D,0.09631440000000001,0.0,True,1,C90_D100
ITM0111,ZONE-H,0.202797,6.0,True,1,C90_D100
ITM0112,ZONE-A,0.1126476,0.0,False,10,C90_D100
ITM0113,ZONE-H,0.18378360000000002,0.0,True,1,C90_D100
ITM0114,ZONE-H,0.04069800000000001,0.0,True,1,C90_D100
ITM0115,ZONE-I,0.0925344,0.0,False,10,C90_D100
ITM0116,ZONE-G,0.21384,0.0,False,10,C90_D100
ITM0117,ZONE-C,0.0323136,49.0,True,1,C90_D100
ITM0118,ZONE-G,0.048081599999999995,0.0,False,10,C90_D100
ITM0119,ZONE-D,0.19278,0.0,True,1,C90_D100
ITM0120,ZONE-J,0.049329,0.0,True,1,C90_D100
ITM0121,ZONE-D,0.05448240000000001,92.0,True,1,C90_D100
ITM0122,ZONE-J,0.141192,57.0,True,1,C90_D100
ITM0123,ZONE-D,0.3649356000000001,0.0,True,1,C90_D100
ITM0124,ZONE-C,0.23020200000000002,179.0,True,1,C90_D100
ITM0125,ZONE-H,0.12681900000000002,0.0,True,1,C90_D100
ITM0126,ZONE-C,0.008143200000000001,35.0,True,1,C90_D100
ITM0127,ZONE-H,0.17181,0.0,True,1,C90_D100
ITM0128,ZONE-D,0.011583000000000001,3.0,True,1,C90_D100
ITM0129,ZONE-H,0.0567936,0.0,True,1,C90_D100
ITM0130,ZONE-A,0.07650720000000001,0.0,False,10,C90_D100
ITM0131,ZONE-C,0.0106029,68.0,True,1,C90_D100
ITM0132,ZONE-H,0.11310300000000001,99.0,True,1,C90_D100
ITM0133,ZONE-J,0.35772659999999995,0.0,True,1,C90_D100
ITM0134,ZONE-D,0.17809200000000003,0.0,True,1,C90_D100
ITM0135,ZONE-B,0.327888,140.0,True,1,C90_D100
ITM0136,ZONE-H,0.0883575,61.0,True,1,C90_D100
ITM0137,ZONE-J,0.128304,87.0,True,1,C90_D100
ITM0138,ZONE-D,0.24032699999999999,62.0,True,1,C90_D100
ITM0139,ZONE-G,0.08164799999999998,0.0,False,10,C90_D100
ITM0140,ZONE-D,0.0492615,19.0,True,1,C90_D100
ITM0141,ZONE-H,0.07508160000000001,0.0,True,1,C90_D100
ITM0142,ZONE-A,0.14871600000000001,0.0,False,10,C90_D100
ITM0143,ZONE-G,0.17836739999999998,0.0,False,10,C90_D100
ITM0144,ZONE-H,0.04987710000000001,0.0,True,1,C90_D100
ITM0145,ZONE-C,0.028576800000000003,76.0,True,1,C90_D100
ITM0146,ZONE-D,0.035210700000000004,66.0,True,1,C90_D100
ITM0147,ZONE-J,0.0762048,56.0,True,1,C90_D100
ITM0148,ZONE-H,0.02754,0.0,True,1,C90_D100
ITM0149,ZONE-I,0.030995999999999996,0.0,False,10,C90_D100
ITM0150,ZONE-H,0.05733000000000001,0.0,True,1,C90_D100
ITM0151,ZONE-H,0.009424800000000002,0.0,True,1,C90_D100
ITM0152,ZONE-J,0.2444256,0.0,True,1,C90_D100
ITM0153,ZONE-H,0.027907200000000004,0.0,True,1,C90_D100
ITM0154,ZONE-I,0.10970999999999999,0.0,False,10,C90_D100
ITM0155,ZONE-A,0.06624000000000001,0.0,False,10,C90_D100
ITM0156,ZONE-G,0.0285012,0.0,False,10,C90_D100
ITM0157,ZONE-H,0.029145600000000004,0.0,True,1,C90_D100
ITM0158,ZONE-D,0.062307,49.0,True,1,C90_D100
ITM0159,ZONE-I,0.1253772,0.0,False,10,C90_D100
ITM0160,ZONE-C,0.393813,84.0,True,1,C90_D100
ITM0161,ZONE-C,0.00792,0.0,True,1,C90_D100
ITM0162,ZONE-D,0.029394000000000003,8.0,True,1,C90_D100
ITM0163,ZONE-H,0.3224232,23.0,True,1,C90_D100
ITM0164,ZONE-C,0.013248000000000001,101.0,True,1,C90_D100
ITM0165,ZONE-H,0.10319400000000001,0.0,True,1,C90_D100
ITM0166,ZONE-H,0.4198392,0.0,True,1,C90_D100
ITM0167,ZONE-A,0.0657558,0.0,False,10,C90_D100
ITM0168,ZONE-H,0.4641408,0.0,True,1,C90_D100
ITM0169,ZONE-H,0.20666880000000004,0.0,True,1,C90_D100
ITM0170,ZONE-J,0.1444716,68.0,True,1,C90_D100
ITM0171,ZONE-H,0.04795200000000001,0.0,True,1,C90_D100
ITM0172,ZONE-D,0.149445,85.0,True,1,C90_D100
ITM0173,ZONE-G,0.09963359999999999,0.0,False,10,C90_D100
ITM0174,ZONE-G,0.0232596,0.0,False,10,C90_D100
ITM0175,ZONE-D,0.0245088,24.0,True,1,C90_D100
ITM0176,ZONE-G,0.15699600000000002,0.0,False,10,C90_D100
ITM0177,ZONE-H,0.06311250000000002,0.0,True,1,C90_D100
ITM0178,ZONE-H,0.05247450000000001,0.0,True,1,C90_D100
ITM0179,ZONE-H,0.028431000000000005,0.0,True,1,C90_D100
ITM0180,ZONE-B,0.028576800000000003,78.0,True,1,C90_D100
ITM0181,ZONE-H,0.034444800000000005,40.0,True,1,C90_D100
ITM0182,ZONE-C,0.1598688,67.0,True,1,C90_D100
ITM0183,ZONE-H,0.10760400000000002,0.0,True,1,C90_D100
ITM0184,ZONE-I,0.08018999999999998,0.0,False,10,C90_D100
ITM0185,ZONE-A,0.051436800000000005,0.0,False,10,C90_D100
ITM0186,ZONE-C,0.38741760000000003,177.0,True,1,C90_D100
ITM0187,ZONE-H,0.07153920000000001,0.0,True,1,C90_D100
ITM0188,ZONE-B,0.1384128,121.0,True,1,C90_D100
ITM0189,ZONE-B,0.06894809999999998,84.0,True,1,C90_D100
ITM0190,ZONE-D,0.025992000000000005,0.0,True,1,C90_D100
ITM0191,ZONE-D,0.093636,46.0,True,1,C90_D100
ITM0192,ZONE-H,0.01881,84.0,True,1,C90_D100
ITM0193,ZONE-I,0.0263718,0.0,False,10,C90_D100
ITM0194,ZONE-H,0.08769600000000001,0.0,True,1,C90_D100
ITM0195,ZONE-H,0.03633750000000001,0.0,True,1,C90_D100
ITM0196,ZONE-H,0.033415200000000006,24.0,True,1,C90_D100
ITM0197,ZONE-B,0.36719999999999997,0.0,True,1,C90_D100
ITM0198,ZONE-D,0.0063360000000000005,0.0,True,1,C90_D100
ITM0199,ZONE-H,0.2150874,84.0,True,1,C90_D100
ITM0200,ZONE-D,0.08475300000000002,0.0,True,1,C90_D100
ITM0201,ZONE-H,0.2872584,44.0,True,1,C90_D100
ITM0202,ZONE-J,0.021978,0.0,True,1,C90_D100
ITM0203,ZONE-J,0.017305199999999996,0.0,True,1,C90_D100
ITM0204,ZONE-H,0.1306368,0.0,True,1,C90_D100
ITM0205,ZONE-B,0.2101455,39.0,True,1,C90_D100
