movement_id,item_id,zone_id,movement_type,timestamp
MOV000450,ITM0499,ZONE-G,Reposition,2025-06-18
MOV000451,ITM0133,ZONE-C,Retrieval,2024-02-06
MOV000452,ITM0390,ZONE-E,Reposition,2024-04-16
MOV000453,ITM0036,ZONE-J,Retrieval,2024-10-23
MOV000454,ITM0052,ZONE-F,Retrieval,2024-04-06
MOV000455,ITM0017,ZONE-F,Reposition,2024-10-07
MOV000456,ITM0470,ZONE-D,Restock,2024-04-19
MOV000457,ITM0491,ZONE-F,Restock,2025-07-02
MOV000458,ITM0037,ZONE-C,Retrieval,2025-07-05
MOV000459,ITM0186,ZONE-G,Retrieval,2024-07-06
MOV000460,ITM0384,ZONE-G,Reposition,2025-05-02
MOV000461,ITM0195,ZONE-D,Reposition,2024-12-19
MOV000462,ITM0242,ZONE-B,Retrieval,2024-01-19
MOV000463,ITM0299,ZONE-G,Reposition,2025-01-27
MOV000464,ITM0302,ZONE-C,Restock,2024-09-17
MOV000465,ITM0034,ZONE-A,Restock,2025-02-13
MOV000466,ITM0214,ZONE-B,Reposition,2025-02-06
MOV000467,ITM0218,ZONE-J,Reposition,2025-04-28
MOV000468,ITM0315,ZONE-I,Reposition,2024-10-30
MOV000469,ITM0089,ZONE-H,Restock,2024-01-18
MOV000470,ITM0307,ZONE-F,Retrieval,2024-07-02
MOV000471,ITM0251,ZONE-F,Reposition,2025-02-08
MOV000472,ITM0007,ZONE-A,Reposition,2024-05-10
MOV000473,ITM0255,ZONE-B,Reposition,2025-04-23
MOV000474,ITM0362,ZONE-D,Retrieval,2024-01-08
MOV000475,ITM0207,ZONE-C,Reposition,2024-11-13
MOV000476,ITM0424,ZONE-A,Reposition,2025-01-25
MOV000477,ITM0130,ZONE-H,Restock,2025-06-02
MOV000478,ITM0223,ZONE-G,Reposition,2024-05-15
MOV000479,ITM0196,ZONE-D,Restock,2025-06-14
MOV000480,ITM0467,ZONE-I,Retrieval,2025-01-01
MOV000481,ITM0141,ZONE-D,Reposition,2025-05-03
MOV000482,ITM0251,ZONE-A,Reposition,2024-01-11
MOV000483,ITM0095,ZONE-J,Restock,2025-07-06
MOV000484,ITM0025,ZONE-A,Retrieval,2025-03-21
MOV000485,ITM0110,ZONE-A,Retrieval,2024-04-23
MOV000486,ITM0453,ZONE-A,Restock,2024-07-14
MOV000487,ITM0122,ZONE-D,Retrieval,2024-11-18
MOV000488,ITM0185,ZONE-A,Retrieval,2025-05-26
MOV000489,ITM0483,ZONE-B,Retrieval,2024-06-13
MOV000490,ITM0167,ZONE-D,Retrieval,2024-09-08
MOV000491,ITM0050,ZONE-G,Retrieval,2024-02-13
MOV000492,ITM0378,ZONE-B,Retrieval,2025-04-14
MOV000493,ITM0004,ZONE-H,Retrieval,2025-05-03
MOV000494,ITM0076,ZONE-G,Retrieval,2024-06-29
MOV000495,ITM0159,ZONE-I,Reposition,2024-03-17
MOV000496,ITM0207,ZONE-F,Restock,2025-01-08
MOV000497,ITM0256,ZONE-D,Retrieval,2024-03-07
MOV000498,ITM0204,ZONE-F,Restock,2025-06-08
MOV000499,ITM0254,ZONE-D,Retrieval,2024-04-01
MOV000500,ITM0437,ZONE-G,Retrieval,2024-08-31
MOV000501,ITM0010,ZONE-I,Reposition,2024-12-06
MOV000502,ITM0436,ZONE-C,Restock,2024-10-30
MOV000503,ITM0007,ZONE-C,Restock,2025-02-01
MOV000504,ITM0408,ZONE-B,Reposition,2025-03-23
MOV000505,ITM0423,ZONE-A,Reposition,2024-04-06
MOV000506,ITM0031,ZONE-A,Restock,2024-11-26
MOV000507,ITM0471,ZONE-C,Retrieval,2024-07-23
MOV000508,ITM0027,ZONE-G,Retrieval,2025-03-24
MOV000509,ITM0205,ZONE-I,Restock,2025-02-21
MOV000510,ITM0492,ZONE-B,Retrieval,2024-03-17
MOV000511,ITM0386,ZONE-G,Reposition,2025-07-02
MOV000512,ITM0227,ZONE-A,Reposition,2025-02-28
MOV000513,ITM0127,ZONE-B,Reposition,2025-03-04
MOV000514,ITM0254,ZONE-F,Restock,2025-04-29
MOV000515,ITM0474,ZONE-E,Restock,2024-05-14
MOV000516,ITM0211,ZONE-H,Restock,2024-09-10
MOV000517,ITM0238,ZONE-B,Retrieval,2025-07-13
MOV000518,ITM0206,ZONE-A,Restock,2024-09-11
MOV000519,ITM0317,ZONE-G,Restock,2025-05-13
MOV000520,ITM0282,ZONE-F,Reposition,2025-04-28
MOV000521,ITM0244,ZONE-H,Retrieval,2024-02-15
MOV000522,ITM0044,ZONE-H,Retrieval,2025-03-18
MOV000523,ITM0104,ZONE-B,Reposition,2024-01-04
MOV000524,ITM0347,ZONE-H,Retrieval,2024-01-01
MOV000525,ITM0280,ZONE-F,Restock,2024-10-16
MOV000526,ITM0233,ZONE-I,Retrieval,2024-04-18
MOV000527,ITM0188,ZONE-G,Reposition,2025-07-28
MOV000528,ITM0043,ZONE-B,Retrieval,2025-04-04
MOV000529,ITM0493,ZONE-H,Reposition,2024-09-22
MOV000530,ITM0224,ZONE-I,Restock,2024-05-17
MOV000531,ITM0429,ZONE-G,Restock,2025-03-09
MOV000532,ITM0141,ZONE-D,Reposition,2024-02-13
MOV000533,ITM0135,ZONE-I,Restock,2025-05-24
MOV000534,ITM0175,ZONE-D,Restock,2024-09-18
MOV000535,ITM0141,ZONE-D,Retrieval,2024-05-31
MOV000536,ITM0448,ZONE-I,Restock,2024-07-31
MOV000537,ITM0079,ZONE-H,Reposition,2024-08-21
MOV000538,ITM0081,ZONE-D,Restock,2024-12-26
MOV000539,ITM0134,ZONE-H,Retrieval,2024-11-15
MOV000540,ITM0206,ZONE-H,Reposition,2024-08-09
MOV000541,ITM0343,ZONE-G,Restock,2024-07-28
MOV000542,ITM0176,ZONE-J,Restock,2025-01-30
MOV000543,ITM0382,ZONE-F,Restock,2025-05-03
MOV000544,ITM0242,ZONE-H,Reposition,2025-04-08
MOV000545,ITM0054,ZONE-G,Retrieval,2025-03-27
MOV000546,ITM0140,ZONE-E,Reposition,2025-02-16
MOV000547,ITM0456,ZONE-D,Reposition,2025-04-20
MOV000548,ITM0439,ZONE-B,Retrieval,2024-09-12
MOV000549,ITM0055,ZONE-H,Reposition,2024-05-29
MOV000550,ITM0014,ZONE-I,Reposition,2024-05-06
MOV000551,ITM0184,ZONE-D,Restock,2025-01-26
MOV000552,ITM0313,ZONE-D,Reposition,2025-04-24
MOV000553,ITM0418,ZONE-E,Restock,2025-01-31
MOV000554,ITM0087,ZONE-B,Reposition,2025-02-05
MOV000555,ITM0096,ZONE-G,Restock,2024-09-30
MOV000556,ITM0143,ZONE-E,Restock,2024-05-18
MOV000557,ITM0007,ZONE-F,Restock,2024-04-12
MOV000558,ITM0476,ZONE-D,Retrieval,2024-08-29
MOV000559,ITM0214,ZONE-H,Reposition,2024-04-26
MOV000560,ITM0172,ZONE-H,Reposition,2024-08-01
MOV000561,ITM0222,ZONE-E,Reposition,2025-04-28
MOV000562,ITM0039,ZONE-F,Retrieval,2025-06-12
MOV000563,ITM0496,ZONE-C,Restock,2024-08-11
MOV000564,ITM0181,ZONE-A,Reposition,2024-09-26
MOV000565,ITM0269,ZONE-I,Retrieval,2024-05-13
MOV000566,ITM0186,ZONE-I,Retrieval,2024-04-23
MOV000567,ITM0244,ZONE-C,Reposition,2025-03-16
MOV000568,ITM0477,ZONE-D,Restock,2024-12-30
MOV000569,ITM0308,ZONE-G,Retrieval,2024-08-19
MOV000570,ITM0230,ZONE-B,Reposition,2025-04-02
MOV000571,ITM0382,ZONE-C,Restock,2025-01-09
MOV000572,ITM0154,ZONE-F,Retrieval,2024-07-25
MOV000573,ITM0174,ZONE-H,Retrieval,2025-06-03
MOV000574,ITM0335,ZONE-A,Reposition,2025-04-12
MOV000575,ITM0114,ZONE-D,Reposition,2025-03-18
MOV000576,ITM0389,ZONE-A,Restock,2024-11-16
MOV000577,ITM0310,ZONE-B,Reposition,2024-04-02
MOV000578,ITM0480,ZONE-H,Reposition,2025-02-11
MOV000579,ITM0299,ZONE-F,Restock,2024-06-06
MOV000580,ITM0017,ZONE-I,Reposition,2024-04-08
MOV000581,ITM0271,ZONE-B,Restock,2024-08-12
MOV000582,ITM0011,ZONE-C,Restock,2025-03-16
MOV000583,ITM0403,ZONE-I,Restock,2025-02-04
MOV000584,ITM0300,ZONE-I,Reposition,2025-07-24
MOV000585,ITM0191,ZONE-F,Restock,2024-03-04
MOV000586,ITM0231,ZONE-C,Reposition,2025-07-13
MOV000587,ITM0442,ZONE-E,Restock,2024-10-05
MOV000588,ITM0092,ZONE-B,Reposition,2025-06-02
MOV000589,ITM0477,ZONE-G,Restock,2024-09-04
MOV000590,ITM0217,ZONE-J,Retrieval,2025-01-02
MOV000591,ITM0277,ZONE-H,Retrieval,2024-04-07
MOV000592,ITM0352,ZONE-F,Retrieval,2024-09-24
MOV000593,ITM0486,ZONE-H,Restock,2024-02-29
MOV000594,ITM0302,ZONE-B,Reposition,2025-05-14
MOV000595,ITM0028,ZONE-C,Restock,2024-11-03
MOV000596,ITM0469,ZONE-G,Restock,2025-05-07
MOV000597,ITM0300,ZONE-J,Restock,2025-02-14
MOV000598,ITM0076,ZONE-A,Restock,2024-05-19
MOV000599,ITM0008,ZONE-G,Reposition,2024-11-23
MOV000600,ITM0023,ZONE-F,Restock,2025-04-08
MOV000601,ITM0014,ZONE-H,Retrieval,2024-06-11
MOV000602,ITM0163,ZONE-G,Retrieval,2024-02-29
MOV000603,ITM0012,ZONE-D,Retrieval,2024-01-31
MOV000604,ITM0346,ZONE-C,Restock,2024-11-28
MOV000605,ITM0171,ZONE-C,Reposition,2024-03-16
MOV000606,ITM0356,ZONE-D,Reposition,2024-11-12
MOV000607,ITM0326,ZONE-I,Reposition,2025-02-20
MOV000608,ITM0199,ZONE-I,Restock,2024-07-08
MOV000609,ITM0484,ZONE-B,Reposition,2025-05-03
MOV000610,ITM0488,ZONE-E,Retrieval,2024-11-10
MOV000611,ITM0461,ZONE-A,Reposition,2024-10-22
MOV000612,ITM0377,ZONE-D,Restock,2025-05-15
MOV000613,ITM0075,ZONE-B,Restock,2024-06-25
MOV000614,ITM0163,ZONE-H,Reposition,2024-08-02
MOV000615,ITM0371,ZONE-D,Restock,2024-11-27
MOV000616,ITM0060,ZONE-E,Reposition,2024-05-07
MOV000617,ITM0487,ZONE-D,Reposition,2024-09-25
MOV000618,ITM0464,ZONE-E,Retrieval,2025-07-04
MOV000619,ITM0423,ZONE-E,Restock,2025-06-18
MOV000620,ITM0244,ZONE-E,Retrieval,2024-12-31
MOV000621,ITM0476,ZONE-C,Restock,2024-12-13
MOV000622,ITM0381,ZONE-G,Reposition,2024-05-21
MOV000623,ITM0154,ZONE-C,Restock,2024-05-24
MOV000624,ITM0256,ZONE-B,Reposition,2024-09-01
MOV000625,ITM0243,ZONE-C,Restock,2025-03-17
MOV000626,ITM0161,ZONE-C,Retrieval,2024-10-16
MOV000627,ITM0067,ZONE-H,Retrieval,2024-04-21
MOV000628,ITM0343,ZONE-D,Reposition,2024-08-01
MOV000629,ITM0276,ZONE-C,Retrieval,2024-07-18
MOV000630,ITM0160,ZONE-J,Reposition,2025-02-08
MOV000631,ITM0390,ZONE-E,Reposition,2025-02-24
MOV000632,ITM0448,ZONE-D,Reposition,2024-01-07
MOV000633,ITM0488,ZONE-I,Restock,2025-06-08
MOV000634,ITM0258,ZONE-H,Reposition,2024-10-12
MOV000635,ITM0491,ZONE-G,Retrieval,2025-01-23
MOV000636,ITM0306,ZONE-H,Restock,2025-02-19
MOV000637,ITM0334,ZONE-E,Retrieval,2024-05-29
MOV000638,ITM0094,ZONE-D,Reposition,2025-03-03
MOV000639,ITM0437,ZONE-G,Reposition,2024-10-19
MOV000640,ITM0463,ZONE-A,Retrieval,2024-11-29
MOV000641,ITM0457,ZONE-F,Restock,2024-09-28
MOV000642,ITM0245,ZONE-H,Retrieval,2024-02-12
MOV000643,ITM0220,ZONE-G,Reposition,2025-04-12
MOV000644,ITM0122,ZONE-B,Restock,2024-11-14
MOV000645,ITM0186,ZONE-G,Reposition,2025-05-06
MOV000646,ITM0261,ZONE-F,Reposition,2025-06-10
MOV000647,ITM0412,ZONE-E,Retrieval,2024-06-20
MOV000648,ITM0272,ZONE-D,Reposition,2024-11-16
MOV000649,ITM0372,ZONE-A,Retrieval,2024-02-13
MOV000650,ITM0059,ZONE-B,Restock,2025-06-15
MOV000651,ITM0405,ZONE-G,Reposition,2025-03-29
MOV000652,ITM0407,ZONE-J,Reposition,2024-03-23
MOV000653,ITM0124,ZONE-C,Restock,2025-06-26
MOV000654,ITM0336,ZONE-E,Retrieval,2024-11-17
MOV000655,ITM0340,ZONE-H,Reposition,2024-08-21
MOV000656,ITM0050,ZONE-H,Restock,2025-06-23
MOV000657,ITM0177,ZONE-F,Reposition,2024-09-08
MOV000658,ITM0138,ZONE-E,Retrieval,2025-03-24
MOV000659,ITM0439,ZONE-B,Retrieval,2024-08-26
MOV000660,ITM0326,ZONE-I,Retrieval,2025-05-04
MOV000661,ITM0169,ZONE-A,Retrieval,2025-04-08
MOV000662,ITM0038,ZONE-B,Restock,2024-11-09
MOV000663,ITM0068,ZONE-A,Reposition,2024-06-23
MOV000664,ITM0235,ZONE-D,Restock,2024-06-28
MOV000665,ITM0047,ZONE-D,Retrieval,2025-01-19
MOV000666,ITM0380,ZONE-E,Retrieval,2024-10-21
MOV000667,ITM0056,ZONE-E,Retrieval,2024-08-02
MOV000668,ITM0276,ZONE-H,Retrieval,2024-03-15
MOV000669,ITM0337,ZONE-C,Reposition,2024-12-09
MOV000670,ITM0098,ZONE-F,Retrieval,2024-05-21
MOV000671,ITM0403,ZONE-C,Reposition,2024-07-17
MOV000672,ITM0014,ZONE-B,Retrieval,2024-06-19
MOV000673,ITM0324,ZONE-H,Reposition,2025-02-09
MOV000674,ITM0460,ZONE-A,Reposition,2024-08-15
MOV000675,ITM0178,ZONE-I,Retrieval,2025-02-14
MOV000676,ITM0331,ZONE-G,Restock,2024-03-02
MOV000677,ITM0061,ZONE-J,Restock,2024-11-22
MOV000678,ITM0118,ZONE-D,Restock,2024-05-12
MOV000679,ITM0468,ZONE-C,Restock,2024-07-07
MOV000680,ITM0036,ZONE-F,Restock,2024-12-21
MOV000681,ITM0133,ZONE-I,Retrieval,2024-03-11
MOV000682,ITM0454,ZONE-I,Retrieval,2024-09-19
MOV000683,ITM0025,ZONE-D,Retrieval,2024-11-01
MOV000684,ITM0489,ZONE-J,Retrieval,2025-07-11
MOV000685,ITM0495,ZONE-E,Retrieval,2024-08-11
MOV000686,ITM0007,ZONE-I,Retrieval,2024-11-23
MOV000687,ITM0456,ZONE-B,Reposition,2024-03-14
MOV000688,ITM0474,ZONE-B,Reposition,2025-05-25
MOV000689,ITM0003,ZONE-E,Retrieval,2024-05-21
MOV000690,ITM0020,ZONE-A,Retrieval,2024-04-11
MOV000691,ITM0414,ZONE-H,Reposition,2024-03-05
MOV000692,ITM0148,ZONE-E,Reposition,2024-07-11
MOV000693,ITM0487,ZONE-J,Retrieval,2024-03-02
MOV000694,ITM0024,ZONE-B,Reposition,2025-06-15
MOV000695,ITM0486,ZONE-I,Restock,2024-08-28
MOV000696,ITM0142,ZONE-B,Restock,2025-02-13
MOV000697,ITM0244,ZONE-G,Restock,2024-10-26
MOV000698,ITM0418,ZONE-H,Reposition,2024-07-13
MOV000699,ITM0432,ZONE-F,Retrieval,2025-03-29
MOV000700,ITM0042,ZONE-G,Retrieval,2025-07-27
MOV000701,ITM0424,ZONE-A,Retrieval,2024-10-27
MOV000702,ITM0292,ZONE-D,Reposition,2025-03-31
MOV000703,ITM0184,ZONE-G,Reposition,2024-07-20
MOV000704,ITM0041,ZONE-A,Restock,2024-10-28
MOV000705,ITM0430,ZONE-A,Reposition,2024-12-02
MOV000706,ITM0091,ZONE-F,Restock,2024-02-01
MOV000707,ITM0316,ZONE-D,Restock,2024-04-07
MOV000708,ITM0397,ZONE-C,Retrieval,2024-07-09
MOV000709,ITM0323,ZONE-E,Reposition,2025-06-24
MOV000710,ITM0052,ZONE-I,Retrieval,2024-02-17
MOV000711,ITM0083,ZONE-J,Retrieval,2024-09-06
MOV000712,ITM0033,ZONE-J,Reposition,2024-08-13
MOV000713,ITM0075,ZONE-J,Reposition,2024-09-28
MOV000714,ITM0352,ZONE-C,Restock,2025-04-29
MOV000715,ITM0407,ZONE-E,Restock,2024-11-23
MOV000716,ITM0403,ZONE-J,Restock,2024-06-28
MOV000717,ITM0196,ZONE-E,Restock,2024-01-23
MOV000718,ITM0485,ZONE-I,Retrieval,2025-01-04
MOV000719,ITM0285,ZONE-J,Retrieval,2024-09-01
MOV000720,ITM0087,ZONE-D,Reposition,2024-06-08
MOV000721,ITM0234,ZONE-A,Restock,2025-01-07
MOV000722,ITM0231,ZONE-J,Restock,2024-10-11
MOV000723,ITM0006,ZONE-E,Restock,2025-06-04
MOV000724,ITM0291,ZONE-A,Retrieval,2025-03-25
MOV000725,ITM0037,ZONE-F,Reposition,2024-05-15
MOV000726,ITM0463,ZONE-J,Retrieval,2024-04-05
MOV000727,ITM0051,ZONE-J,Reposition,2024-04-28
MOV000728,ITM0142,ZONE-G,Reposition,2025-01-08
MOV000729,ITM0429,ZONE-A,Retrieval,2024-09-30
MOV000730,ITM0406,ZONE-J,Retrieval,2024-06-25
MOV000731,ITM0395,ZONE-D,Reposition,2024-10-03
MOV000732,ITM0220,ZONE-I,Retrieval,2024-05-17
MOV000733,ITM0427,ZONE-A,Retrieval,2024-05-11
MOV000734,ITM0239,ZONE-I,Reposition,2024-02-13
MOV000735,ITM0142,ZONE-H,Reposition,2024-05-02
MOV000736,ITM0348,ZONE-E,Restock,2024-05-15
MOV000737,ITM0492,ZONE-F,Retrieval,2025-01-01
MOV000738,ITM0362,ZONE-G,Reposition,2025-01-07
MOV000739,ITM0381,ZONE-D,Retrieval,2024-05-05
MOV000740,ITM0048,ZONE-F,Retrieval,2025-03-14
MOV000741,ITM0276,ZONE-G,Reposition,2025-07-29
MOV000742,ITM0270,ZONE-F,Restock,2024-02-20
MOV000743,ITM0013,ZONE-F,Reposition,2024-05-16
MOV000744,ITM0297,ZONE-B,Reposition,2024-06-06
MOV000745,ITM0491,ZONE-E,Retrieval,2024-02-25
MOV000746,ITM0463,ZONE-C,Restock,2025-03-03
MOV000747,ITM0014,ZONE-G,Reposition,2025-03-18
MOV000748,ITM0233,ZONE-D,Retrieval,2024-11-21
MOV000749,ITM0062,ZONE-A,Reposition,2024-03-20
MOV000750,ITM0195,ZONE-F,Retrieval,2025-04-18
MOV000751,ITM0026,ZONE-F,Reposition,2025-01-11
MOV000752,ITM0470,ZONE-G,Restock,2024-11-28
MOV000753,ITM0092,ZONE-H,Reposition,2024-06-23
MOV000754,ITM0104,ZONE-C,Retrieval,2025-03-16
MOV000755,ITM0308,ZONE-F,Reposition,2024-05-05
MOV000756,ITM0051,ZONE-J,Restock,2024-08-06
MOV000757,ITM0318,ZONE-B,Restock,2024-10-04
MOV000758,ITM0456,ZONE-I,Restock,2025-04-29
MOV000759,ITM0180,ZONE-B,Restock,2024-05-20
MOV000760,ITM0056,ZONE-C,Retrieval,2024-04-19
MOV000761,ITM0119,ZONE-J,Reposition,2024-02-21
MOV000762,ITM0307,ZONE-B,Restock,2024-11-14
MOV000763,ITM0362,ZONE-I,Reposition,2024-07-17
MOV000764,ITM0042,ZONE-A,Retrieval,2024-02-15
MOV000765,ITM0134,ZONE-E,Reposition,2025-05-19
MOV000766,ITM0372,ZONE-A,Reposition,2025-06-23
MOV000767,ITM0425,ZONE-E,Restock,2025-05-28
MOV000768,ITM0259,ZONE-H,Restock,2024-01-17
MOV000769,ITM0196,ZONE-H,Retrieval,2024-11-10
MOV000770,ITM0132,ZONE-H,Reposition,2025-03-11
MOV000771,ITM0458,ZONE-B,Retrieval,2025-01-22
MOV000772,ITM0254,ZONE-H,Retrieval,2024-03-17
MOV000773,ITM0488,ZONE-E,Retrieval,2025-01-05
MOV000774,ITM0219,ZONE-A,Restock,2024-06-13
MOV000775,ITM0335,ZONE-G,Restock,2024-01-24
MOV000776,ITM0040,ZONE-F,Reposition,2024-02-04
MOV000777,ITM0477,ZONE-E,Reposition,2025-05-28
MOV000778,ITM0387,ZONE-A,Reposition,2025-04-05
MOV000779,ITM0254,ZONE-A,Restock,2024-05-17
MOV000780,ITM0001,ZONE-F,Restock,2025-07-27
MOV000781,ITM0493,ZONE-J,Retrieval,2025-07-24
MOV000782,ITM0194,ZONE-G,Restock,2024-09-21
MOV000783,ITM0241,ZONE-J,Retrieval,2024-11-28
MOV000784,ITM0148,ZONE-J,Retrieval,2024-07-06
MOV000785,ITM0197,ZONE-A,Restock,2024-03-03
MOV000786,ITM0298,ZONE-I,Retrieval,2024-10-05
MOV000787,ITM0244,ZONE-D,Retrieval,2025-06-25
MOV000788,ITM0337,ZONE-E,Reposition,2024-06-19
MOV000789,ITM0107,ZONE-B,Retrieval,2025-05-17
MOV000790,ITM0452,ZONE-J,Restock,2025-06-16
MOV000791,ITM0392,ZONE-H,Restock,2024-10-25
MOV000792,ITM0211,ZONE-B,Retrieval,2024-07-19
MOV000793,ITM0155,ZONE-C,Reposition,2024-05-14
MOV000794,ITM0025,ZONE-I,Restock,2024-09-28
MOV000795,ITM0081,ZONE-B,Restock,2025-06-18
MOV000796,ITM0082,ZONE-F,Reposition,2025-03-17
MOV000797,ITM0130,ZONE-D,Retrieval,2024-03-27
MOV000798,ITM0328,ZONE-G,Restock,2024-01-31
MOV000799,ITM0099,ZONE-F,Retrieval,2024-04-30
MOV000800,ITM0255,ZONE-J,Retrieval,2024-03-09
MOV000801,ITM0478,ZONE-I,Retrieval,2025-05-10
MOV000802,ITM0048,ZONE-I,Retrieval,2024-05-25
MOV000803,ITM0400,ZONE-J,Restock,2024-11-28
MOV000804,ITM0062,ZONE-D,Reposition,2025-04-25
MOV000805,ITM0310,ZONE-A,Restock,2024-09-19
MOV000806,ITM0406,ZONE-B,Reposition,2024-10-19
MOV000807,ITM0289,ZONE-H,Retrieval,2025-03-04
MOV000808,ITM0104,ZONE-J,Reposition,2024-03-26
MOV000809,ITM0104,ZONE-H,Retrieval,2024-01-16
MOV000810,ITM0324,ZONE-B,Restock,2024-04-27
MOV000811,ITM0014,ZONE-D,Restock,2024-09-26
MOV000812,ITM0174,ZONE-A,Reposition,2025-01-29
MOV000813,ITM0258,ZONE-G,Retrieval,2024-06-10
MOV000814,ITM0210,ZONE-D,Retrieval,2024-04-13
MOV000815,ITM0411,ZONE-H,Reposition,2024-06-15
MOV000816,ITM0258,ZONE-I,Retrieval,2024-10-26
MOV000817,ITM0101,ZONE-I,Retrieval,2024-01-28
MOV000818,ITM0259,ZONE-C,Retrieval,2025-02-27
MOV000819,ITM0343,ZONE-E,Restock,2025-07-15
MOV000820,ITM0158,ZONE-F,Restock,2024-06-04
MOV000821,ITM0044,ZONE-F,Restock,2024-11-19
MOV000822,ITM0442,ZONE-J,Retrieval,2024-12-13
MOV000823,ITM0300,ZONE-H,Restock,2024-04-30
MOV000824,ITM0250,ZONE-F,Retrieval,2025-06-11
MOV000825,ITM0330,ZONE-F,Retrieval,2025-07-14
MOV000826,ITM0164,ZONE-D,Reposition,2024-06-12
MOV000827,ITM0192,ZONE-G,Retrieval,2024-03-02
MOV000828,ITM0008,ZONE-H,Restock,2024-12-05
MOV000829,ITM0400,ZONE-C,Restock,2024-11-07
MOV000830,ITM0373,ZONE-G,Retrieval,2025-01-10
MOV000831,ITM0064,ZONE-C,Restock,2024-12-11
MOV000832,ITM0386,ZONE-H,Retrieval,2024-05-29
MOV000833,ITM0494,ZONE-A,Reposition,2024-06-25
MOV000834,ITM0281,ZONE-A,Retrieval,2024-12-19
MOV000835,ITM0180,ZONE-F,Retrieval,2025-05-28
MOV000836,ITM0414,ZONE-J,Reposition,2024-11-04
MOV000837,ITM0281,ZONE-I,Restock,2024-04-28
MOV000838,ITM0278,ZONE-D,Reposition,2025-06-02
MOV000839,ITM0029,ZONE-F,Reposition,2025-04-22
MOV000840,ITM0265,ZONE-E,Retrieval,2025-02-17
MOV000841,ITM0327,ZONE-A,Retrieval,2024-12-16
MOV000842,ITM0491,ZONE-F,Reposition,2025-05-20
MOV000843,ITM0216,ZONE-I,Restock,2024-07-13
MOV000844,ITM0319,ZONE-C,Reposition,2024-07-05
MOV000845,ITM0405,ZONE-C,Restock,2025-03-25
MOV000846,ITM0398,ZONE-B,Reposition,2025-05-10
MOV000847,ITM0378,ZONE-D,Reposition,2025-05-29
MOV000848,ITM0104,ZONE-J,Restock,2024-09-29
MOV000849,ITM0183,ZONE-C,Reposition,2024-02-21
MOV000850,ITM0329,ZONE-B,Retrieval,2024-09-19
MOV000851,ITM0147,ZONE-A,Reposition,2025-01-02
MOV000852,ITM0104,ZONE-C,Retrieval,2024-05-12
MOV000853,ITM0046,ZONE-J,Restock,2024-08-12
MOV000854,ITM0086,ZONE-F,Restock,2024-11-05
MOV000855,ITM0308,ZONE-I,Retrieval,2025-07-26
MOV000856,ITM0436,ZONE-E,Reposition,2024-01-16
MOV000857,ITM0128,ZONE-C,Retrieval,2024-07-13
MOV000858,ITM0257,ZONE-E,Retrieval,2025-03-18
MOV000859,ITM0313,ZONE-E,Restock,2024-10-29
MOV000860,ITM0146,ZONE-E,Retrieval,2024-02-17
MOV000861,ITM0445,ZONE-G,Reposition,2024-04-30
MOV000862,ITM0461,ZONE-E,Retrieval,2025-05-13
MOV000863,ITM0071,ZONE-G,Restock,2025-07-15
MOV000864,ITM0485,ZONE-I,Reposition,2025-04-13
MOV000865,ITM0139,ZONE-E,Restock,2024-02-10
MOV000866,ITM0409,ZONE-B,Retrieval,2025-03-31
MOV000867,ITM0026,ZONE-E,Retrieval,2025-06-17
MOV000868,ITM0028,ZONE-H,Restock,2025-01-05
MOV000869,ITM0270,ZONE-D,Restock,2024-06-30
MOV000870,ITM0173,ZONE-B,Reposition,2025-05-31
MOV000871,ITM0252,ZONE-J,Restock,2024-08-18
MOV000872,ITM0384,ZONE-C,Restock,2024-12-13
MOV000873,ITM0059,ZONE-I,Retrieval,2025-04-23
MOV000874,ITM0106,ZONE-I,Retrieval,2024-07-27
MOV000875,ITM0219,ZONE-H,Restock,2024-10-04
MOV000876,ITM0440,ZONE-H,Restock,2024-02-22
MOV000877,ITM0258,ZONE-H,Retrieval,2024-01-10
MOV000878,ITM0370,ZONE-H,Reposition,2025-04-08
MOV000879,ITM0145,ZONE-H,Reposition,2024-06-06
MOV000880,ITM0051,ZONE-A,Reposition,2024-01-19
MOV000881,ITM0059,ZONE-F,Reposition,2024-02-24
MOV000882,ITM0033,ZONE-I,Retrieval,2024-01-21
MOV000883,ITM0095,ZONE-H,Restock,2024-10-08
MOV000884,ITM0476,ZONE-C,Reposition,2025-06-23
MOV000885,ITM0088,ZONE-A,Retrieval,2025-02-20
MOV000886,ITM0315,ZONE-B,Restock,2024-10-11
MOV000887,ITM0409,ZONE-B,Reposition,2025-06-15
MOV000888,ITM0230,ZONE-G,Restock,2025-06-15
MOV000889,ITM0455,ZONE-F,Reposition,2025-05-25
MOV000890,ITM0274,ZONE-B,Restock,2025-01-30
MOV000891,ITM0245,ZONE-H,Reposition,2024-04-29
MOV000892,ITM0110,ZONE-I,Reposition,2024-04-06
MOV000893,ITM0233,ZONE-G,Restock,2024-04-29
MOV000894,ITM0277,ZONE-D,Restock,2025-06-20
MOV000895,ITM0476,ZONE-A,Restock,2024-06-01
MOV000896,ITM0416,ZONE-D,Retrieval,2024-09-01
MOV000897,ITM0165,ZONE-D,Retrieval,2025-05-30
MOV000898,ITM0127,ZONE-H,Restock,2025-01-27
MOV000899,ITM0236,ZONE-D,Retrieval,2024-05-22
